OrderID,Week,Order_Date,Customer_Name,Customer_Age,Country,City,Product,Units_Sold,Price_INR,Marketing_Spend_INR,Discount_Percentage,Payment_Method,Shipping_Status,Delivery_Time_Days,Revenue_INR,Discount_Amount_INR,Final_Amount_INR
176,1,2023-01-08 07:00:00,Diya Iyer,27,China,Bangalore,Wireless Mouse,47,51639,26237,21,Cash on Delivery,Returned,5,2427033,509677.0,1917356.0
177,1,2023-01-08 08:00:00,Aarav Patel,40,USA,Mumbai,Router,43,59901,3758,20,Debit Card,Delivered,7,2575743,515149.0,2060594.0
178,19,2023-01-08 09:00:00,Aditi Verma,56,France,New York,Bluetooth Speaker,44,2044,23005,10,Credit Card,Shipped,7,89936,8994.0,80942.0
179,2,2023-01-08 10:00:00,Liam Walker,22,Germany,Hyderabad,Earbuds,9,47691,5311,15,Credit Card,Shipped,6,429219,64383.0,364836.0
180,12,2023-01-08 11:00:00,James Smith,18,Germany,Mumbai,Smartwatch,13,25363,23458,18,Debit Card,Delivered,10,329719,59349.0,270370.0
181,6,2023-01-08 12:00:00,Fatima Khan,30,China,Tokyo,Power Bank,15,47694,7197,26,Net Banking,Shipped,10,715410,186007.0,529403.0
182,4,2023-01-08 13:00:00,Fatima Khan,38,Canada,Berlin,Earbuds,27,2582,20817,4,UPI,Returned,12,69714,2789.0,66925.0
183,11,2023-01-08 14:00:00,Haruto Tanaka,43,USA,Kolkata,Gaming Console,15,67844,16275,13,UPI,Shipped,8,1017660,132296.0,885364.0
184,17,2023-01-08 15:00:00,Sophia Davis,38,UK,Kolkata,Smart TV,28,22301,11539,16,Credit Card,Shipped,3,624428,99908.0,524520.0
185,6,2023-01-08 16:00:00,Fatima Khan,35,Italy,Delhi,Power Bank,37,75329,29597,2,Credit Card,Returned,1,2787173,55743.0,2731430.0
186,5,2023-01-08 17:00:00,Aarav Patel,54,Japan,Mumbai,Gaming Console,19,2620,1939,3,Credit Card,Returned,3,49780,1493.0,48287.0
187,20,2023-01-08 18:00:00,Chen Wei,49,Italy,Delhi,Earbuds,26,63224,23053,15,Debit Card,Returned,11,1643824,246574.0,1397250.0
188,2,2023-01-08 19:00:00,Emily Johnson,53,Italy,Hyderabad,Smartphone,26,57655,12134,15,Net Banking,Pending,2,1499030,224854.0,1274176.0
189,6,2023-01-08 20:00:00,Arjun Reddy,34,Australia,Delhi,Laptop,25,38534,21364,20,UPI,Returned,2,963350,192670.0,770680.0
190,11,2023-01-08 21:00:00,Suresh Kumar,52,Italy,Mumbai,Smartphone,26,40390,555,25,Cash on Delivery,Returned,14,1050140,262535.0,787605.0
191,16,2023-01-08 22:00:00,Aarav Patel,28,Germany,New York,Smart TV,26,72629,20208,24,Debit Card,Pending,14,1888354,453205.0,1435149.0
192,16,2023-01-08 23:00:00,Diya Iyer,38,Japan,Paris,Power Bank,46,56856,23661,3,UPI,Shipped,2,2615376,78461.0,2536915.0
193,1,2023-01-09 00:00:00,Emma Brown,43,Japan,Paris,Power Bank,28,50252,605,18,Net Banking,Returned,5,1407056,253270.0,1153786.0
194,9,2023-01-09 01:00:00,Haruto Tanaka,21,India,Berlin,Smart TV,49,56809,3701,25,Debit Card,Delivered,13,2783641,695910.0,2087731.0
195,6,2023-01-09 02:00:00,Aditi Verma,51,Canada,Tokyo,Gaming Console,18,23259,15684,16,UPI,Returned,1,418662,66986.0,351676.0
196,16,2023-01-09 03:00:00,Liam Walker,35,Australia,Kolkata,Drone,32,21655,1169,12,Debit Card,Returned,10,692960,83155.0,609805.0
197,3,2023-01-09 04:00:00,Emma Brown,57,Italy,Hyderabad,Laptop,3,34005,13163,25,UPI,Pending,4,102015,25504.0,76511.0
198,20,2023-01-09 05:00:00,Liam Walker,52,UAE,Kolkata,Earbuds,2,32629,25818,21,UPI,Delivered,14,65258,13704.0,51554.0
199,4,2023-01-09 06:00:00,Rahul Sharma,58,UK,Bangalore,Wireless Mouse,33,24610,1466,22,Net Banking,Shipped,10,812130,178669.0,633461.0
200,19,2023-01-09 07:00:00,Emma Brown,46,France,Berlin,Smartwatch,42,58184,17191,25,Cash on Delivery,Shipped,5,2443728,610932.0,1832796.0
201,3,2023-01-09 08:00:00,Suresh Kumar,46,India,Tokyo,Smartphone,19,22602,19022,23,Net Banking,Delivered,2,429438,98771.0,330667.0
202,19,2023-01-09 09:00:00,Sophia Davis,55,Japan,Dubai,Smartphone,17,12110,12156,27,UPI,Returned,5,205870,55585.0,150285.0
203,20,2023-01-09 10:00:00,Emily Johnson,59,Japan,Delhi,Keyboard,44,7073,16393,0,Debit Card,Pending,10,311212,0.0,311212.0
204,7,2023-01-09 11:00:00,Arjun Reddy,38,Singapore,Chennai,Bluetooth Speaker,33,11195,13589,11,Net Banking,Delivered,4,369435,40638.0,328797.0
205,20,2023-01-09 12:00:00,Arjun Reddy,59,Australia,Mumbai,Keyboard,12,2537,16993,3,Cash on Delivery,Delivered,8,30444,913.0,29531.0
206,9,2023-01-09 13:00:00,Emily Johnson,30,Italy,Kolkata,Laptop,49,18138,4132,10,UPI,Shipped,1,888762,88876.0,799886.0
207,1,2023-01-09 14:00:00,Chen Wei,58,Australia,Delhi,Smartwatch,3,45328,23612,4,Net Banking,Pending,12,135984,5439.0,130545.0
208,8,2023-01-09 15:00:00,James Smith,34,Singapore,Hyderabad,Smartphone,43,47202,29511,1,Net Banking,Delivered,5,2029686,20297.0,2009389.0
209,7,2023-01-09 16:00:00,Rahul Sharma,26,Australia,Kolkata,Smartwatch,49,41164,6184,16,Net Banking,Pending,14,2017036,322726.0,1694310.0
210,18,2023-01-09 17:00:00,Liam Walker,58,Japan,Dubai,Wireless Mouse,26,55659,13766,7,Net Banking,Returned,14,1447134,101299.0,1345835.0
211,8,2023-01-09 18:00:00,Suresh Kumar,18,Germany,Paris,Earbuds,35,50692,23383,5,Debit Card,Shipped,11,1774220,88711.0,1685509.0
212,1,2023-01-09 19:00:00,Fatima Khan,19,USA,Tokyo,Power Bank,8,25845,18799,20,Cash on Delivery,Returned,12,206760,41352.0,165408.0
213,11,2023-01-09 20:00:00,Emma Brown,46,Japan,Berlin,Smartwatch,36,31562,29339,28,Cash on Delivery,Pending,10,1136232,318145.0,818087.0
214,18,2023-01-09 21:00:00,Rahul Sharma,50,India,Tokyo,Smartphone,7,29036,17440,8,UPI,Returned,1,203252,16260.0,186992.0
215,10,2023-01-09 22:00:00,Aarav Patel,27,Canada,Paris,Gaming Console,46,61752,24503,12,Credit Card,Shipped,10,2840592,340871.0,2499721.0
216,3,2023-01-09 23:00:00,Haruto Tanaka,57,Singapore,Kolkata,Fitness Band,46,75233,604,10,Debit Card,Pending,10,3460718,346072.0,3114646.0
217,7,2023-01-10 00:00:00,Emma Brown,38,UK,Hyderabad,Laptop,36,69681,2547,28,UPI,Delivered,4,2508516,702384.0,1806132.0
218,16,2023-01-10 01:00:00,Suresh Kumar,45,France,Tokyo,Smart TV,16,28818,17029,15,UPI,Returned,8,461088,69163.0,391925.0
219,16,2023-01-10 02:00:00,Aditi Verma,28,UK,Tokyo,Drone,24,31544,27839,15,Net Banking,Shipped,1,757056,113558.0,643498.0
220,20,2023-01-10 03:00:00,Aditi Verma,51,Japan,Dubai,Tablet,1,63532,17757,26,Credit Card,Delivered,11,63532,16518.0,47014.0
221,17,2023-01-10 04:00:00,Diya Iyer,25,India,Mumbai,DSLR Camera,49,79636,17182,1,Credit Card,Shipped,2,3902164,39022.0,3863142.0
222,2,2023-01-10 05:00:00,Rahul Sharma,39,Italy,Hyderabad,Drone,25,58705,20122,9,Debit Card,Pending,1,1467625,132086.0,1335539.0
223,1,2023-01-10 06:00:00,Sophia Davis,25,Japan,Hyderabad,DSLR Camera,10,21104,9337,11,Credit Card,Pending,11,211040,23214.0,187826.0
224,16,2023-01-10 07:00:00,Suresh Kumar,32,Canada,New York,Tablet,16,70603,15907,7,UPI,Returned,7,1129648,79075.0,1050573.0
225,12,2023-01-10 08:00:00,Suresh Kumar,34,Germany,Paris,Smartwatch,16,60025,29809,10,Credit Card,Shipped,2,960400,96040.0,864360.0
226,5,2023-01-10 09:00:00,Emily Johnson,40,UAE,New York,Laptop,8,33317,6882,29,Credit Card,Shipped,1,266536,77295.0,189241.0
227,5,2023-01-10 10:00:00,Aarav Patel,41,France,Paris,Smartwatch,29,32416,28154,9,Cash on Delivery,Shipped,12,940064,84606.0,855458.0
228,9,2023-01-10 11:00:00,Sophia Davis,36,Canada,Tokyo,Wireless Mouse,39,43012,19395,12,UPI,Pending,6,1677468,201296.0,1476172.0
229,9,2023-01-10 12:00:00,Aarav Patel,22,Singapore,Paris,Wireless Mouse,28,69045,23480,24,Credit Card,Returned,6,1933260,463982.0,1469278.0
230,3,2023-01-10 13:00:00,Chen Wei,49,Italy,Chennai,Wireless Mouse,6,22400,1283,16,Credit Card,Shipped,10,134400,21504.0,112896.0
231,19,2023-01-10 14:00:00,Liam Walker,18,Singapore,New York,Fitness Band,16,49270,21876,6,Net Banking,Shipped,2,788320,47299.0,741021.0
232,16,2023-01-10 15:00:00,Liam Walker,40,Japan,Tokyo,Smart TV,20,73069,870,23,Credit Card,Delivered,1,1461380,336117.0,1125263.0
233,16,2023-01-10 16:00:00,Fatima Khan,54,India,London,Laptop,16,50833,16408,2,Credit Card,Shipped,14,813328,16267.0,797061.0
234,3,2023-01-10 17:00:00,Diya Iyer,25,Canada,Bangalore,Keyboard,7,64644,986,29,Cash on Delivery,Returned,10,452508,131227.0,321281.0
235,20,2023-01-10 18:00:00,Arjun Reddy,30,China,Bangalore,Keyboard,41,70468,24262,19,UPI,Delivered,3,2889188,548946.0,2340242.0
236,1,2023-01-10 19:00:00,Aditi Verma,25,Italy,Hyderabad,Drone,14,60473,27113,12,Debit Card,Delivered,10,846622,101595.0,745027.0
237,20,2023-01-10 20:00:00,Haruto Tanaka,40,India,Chennai,Tablet,43,46809,15000,18,UPI,Delivered,14,2012787,362302.0,1650485.0
238,11,2023-01-10 21:00:00,Liam Walker,18,Germany,Dubai,Router,26,39328,3696,6,Net Banking,Pending,5,1022528,61352.0,961176.0
239,17,2023-01-10 22:00:00,Sophia Davis,41,Italy,Mumbai,Wireless Mouse,26,37784,10052,8,UPI,Delivered,6,982384,78591.0,903793.0
240,8,2023-01-10 23:00:00,Suresh Kumar,52,Singapore,New York,Wireless Mouse,14,24723,21171,18,Credit Card,Shipped,3,346122,62302.0,283820.0
241,4,2023-01-11 00:00:00,Haruto Tanaka,41,Italy,London,Router,7,61646,29901,12,Net Banking,Pending,9,431522,51783.0,379739.0
242,6,2023-01-11 01:00:00,Yuki Nakamura,34,UAE,Tokyo,Smartwatch,33,67255,2761,21,UPI,Pending,11,2219415,466077.0,1753338.0
243,8,2023-01-11 02:00:00,Aarav Patel,22,Japan,Chennai,Bluetooth Speaker,26,1074,11313,7,Net Banking,Pending,5,27924,1955.0,25969.0
244,20,2023-01-11 03:00:00,Liam Walker,37,Australia,Hyderabad,Smartphone,45,27498,9648,21,Debit Card,Pending,13,1237410,259856.0,977554.0
245,3,2023-01-11 04:00:00,Suresh Kumar,38,Singapore,Berlin,Gaming Console,20,66522,9072,17,UPI,Pending,2,1330440,226175.0,1104265.0
246,16,2023-01-11 05:00:00,Liam Walker,57,UAE,New York,Fitness Band,3,21541,15508,28,Credit Card,Pending,10,64623,18094.0,46529.0
247,3,2023-01-11 06:00:00,Aditi Verma,48,France,Chennai,Power Bank,4,46929,28725,22,Net Banking,Pending,6,187716,41298.0,146418.0
248,18,2023-01-11 07:00:00,Yuki Nakamura,53,USA,New York,Gaming Console,26,27028,13585,1,Cash on Delivery,Delivered,12,702728,7027.0,695701.0
249,14,2023-01-11 08:00:00,Emma Brown,28,Australia,Berlin,Smart TV,11,30545,17122,17,Net Banking,Returned,8,335995,57119.0,278876.0
250,18,2023-01-11 09:00:00,Liam Walker,32,Japan,Mumbai,Smartwatch,2,32673,7343,17,Cash on Delivery,Shipped,11,65346,11109.0,54237.0
251,2,2023-01-11 10:00:00,Chen Wei,36,China,Mumbai,Fitness Band,14,31974,1605,10,Credit Card,Shipped,6,447636,44764.0,402872.0
252,3,2023-01-11 11:00:00,Sophia Davis,24,Australia,Dubai,Fitness Band,44,59899,18270,0,Debit Card,Delivered,4,2635556,0.0,2635556.0
253,16,2023-01-11 12:00:00,Liam Walker,45,France,Bangalore,Earbuds,30,24097,27628,13,Cash on Delivery,Delivered,6,722910,93978.0,628932.0
254,9,2023-01-11 13:00:00,Arjun Reddy,22,India,Paris,Wireless Mouse,49,65824,10941,15,Debit Card,Pending,8,3225376,483806.0,2741570.0
255,4,2023-01-11 14:00:00,Haruto Tanaka,22,China,Delhi,Laptop,12,24525,10219,10,Net Banking,Returned,8,294300,29430.0,264870.0
256,1,2023-01-11 15:00:00,Haruto Tanaka,47,Singapore,Delhi,Keyboard,26,58804,18551,0,Credit Card,Pending,13,1528904,0.0,1528904.0
257,4,2023-01-11 16:00:00,Aditi Verma,49,China,New York,Keyboard,44,16043,29208,29,Cash on Delivery,Delivered,10,705892,204709.0,501183.0
258,1,2023-01-11 17:00:00,Sophia Davis,25,Canada,Berlin,Fitness Band,33,42846,3191,6,Net Banking,Pending,2,1413918,84835.0,1329083.0
259,14,2023-01-11 18:00:00,Yuki Nakamura,27,France,Dubai,Smartwatch,13,78261,24640,28,UPI,Shipped,8,1017393,284870.0,732523.0
260,16,2023-01-11 19:00:00,Chen Wei,55,Italy,Delhi,Laptop,14,51227,12364,15,Net Banking,Shipped,6,717178,107577.0,609601.0
261,20,2023-01-11 20:00:00,Emily Johnson,49,UAE,Paris,Power Bank,24,54028,2496,29,Debit Card,Pending,2,1296672,376035.0,920637.0
262,8,2023-01-11 21:00:00,Sophia Davis,45,Australia,Hyderabad,Bluetooth Speaker,34,38383,1925,13,Credit Card,Returned,1,1305022,169653.0,1135369.0
263,7,2023-01-11 22:00:00,Haruto Tanaka,34,Canada,Delhi,Router,44,30483,27888,14,Credit Card,Pending,6,1341252,187775.0,1153477.0
264,3,2023-01-11 23:00:00,Arjun Reddy,48,China,Kolkata,Gaming Console,26,8265,16878,13,Net Banking,Pending,13,214890,27936.0,186954.0
265,17,2023-01-12 00:00:00,Emma Brown,25,Canada,Tokyo,Drone,21,23763,24907,27,UPI,Returned,7,499023,134736.0,364287.0
266,1,2023-01-12 01:00:00,Aditi Verma,57,UK,Dubai,Smartphone,28,76652,7349,20,Debit Card,Returned,14,2146256,429251.0,1717005.0
267,16,2023-01-12 02:00:00,Emily Johnson,42,France,Hyderabad,Router,48,16733,3747,10,Net Banking,Returned,14,803184,80318.0,722866.0
268,12,2023-01-12 03:00:00,Arjun Reddy,26,UAE,Chennai,Power Bank,36,38420,19476,15,Net Banking,Shipped,10,1383120,207468.0,1175652.0
269,19,2023-01-12 04:00:00,Yuki Nakamura,19,Germany,Hyderabad,Power Bank,40,10247,1990,18,Credit Card,Pending,5,409880,73778.0,336102.0
270,14,2023-01-12 05:00:00,Aarav Patel,32,India,Bangalore,Gaming Console,2,24840,18108,16,Debit Card,Delivered,14,49680,7949.0,41731.0
271,6,2023-01-12 06:00:00,Yuki Nakamura,20,China,Chennai,Power Bank,42,66149,19471,26,UPI,Returned,10,2778258,722347.0,2055911.0
272,6,2023-01-12 07:00:00,Arjun Reddy,53,France,London,Drone,9,22058,24598,25,Credit Card,Returned,8,198522,49630.0,148892.0
273,13,2023-01-12 08:00:00,Aarav Patel,21,Germany,Tokyo,Earbuds,23,35929,19948,5,Net Banking,Pending,11,826367,41318.0,785049.0
274,19,2023-01-12 09:00:00,Rahul Sharma,31,Germany,Tokyo,Earbuds,15,32362,14810,10,Credit Card,Delivered,13,485430,48543.0,436887.0
275,8,2023-01-12 10:00:00,Aditi Verma,58,Japan,Tokyo,Keyboard,13,48356,24688,16,Credit Card,Pending,12,628628,100580.0,528048.0
276,2,2023-01-12 11:00:00,Sophia Davis,58,UAE,Berlin,DSLR Camera,23,78597,17716,8,Cash on Delivery,Pending,9,1807731,144618.0,1663113.0
277,1,2023-01-12 12:00:00,Aarav Patel,42,Canada,Tokyo,DSLR Camera,17,7041,15901,17,Credit Card,Returned,4,119697,20348.0,99349.0
278,15,2023-01-12 13:00:00,Diya Iyer,27,Germany,New York,Earbuds,48,79209,13384,16,Credit Card,Returned,7,3802032,608325.0,3193707.0
279,1,2023-01-12 14:00:00,Aarav Patel,38,UK,Tokyo,Tablet,2,62954,19324,11,Debit Card,Shipped,8,125908,13850.0,112058.0
280,5,2023-01-12 15:00:00,Suresh Kumar,53,France,Paris,Bluetooth Speaker,20,62869,5295,22,Credit Card,Delivered,13,1257380,276624.0,980756.0
281,16,2023-01-12 16:00:00,Emma Brown,29,USA,Tokyo,Laptop,20,22059,2146,21,UPI,Delivered,6,441180,92648.0,348532.0
282,19,2023-01-12 17:00:00,Suresh Kumar,44,USA,Tokyo,Router,46,45722,16642,21,Net Banking,Returned,2,2103212,441675.0,1661537.0
283,4,2023-01-12 18:00:00,Sophia Davis,57,Italy,Berlin,Fitness Band,3,18548,14806,29,Debit Card,Returned,7,55644,16137.0,39507.0
284,3,2023-01-12 19:00:00,Sophia Davis,19,Italy,Dubai,Bluetooth Speaker,12,16078,17324,4,Credit Card,Returned,13,192936,7717.0,185219.0
285,17,2023-01-12 20:00:00,Aditi Verma,30,China,New York,Fitness Band,40,6419,6456,10,UPI,Delivered,9,256760,25676.0,231084.0
286,17,2023-01-12 21:00:00,Sophia Davis,49,Italy,Berlin,Smart TV,2,36490,14428,3,Net Banking,Shipped,5,72980,2189.0,70791.0
287,12,2023-01-12 22:00:00,Haruto Tanaka,48,Singapore,Mumbai,Power Bank,36,77086,10221,26,Debit Card,Delivered,2,2775096,721525.0,2053571.0
288,14,2023-01-12 23:00:00,Aarav Patel,33,Canada,Hyderabad,Smartphone,14,59760,11657,3,UPI,Returned,4,836640,25099.0,811541.0
289,6,2023-01-13 00:00:00,Aarav Patel,49,Singapore,Hyderabad,Power Bank,16,31337,2867,2,Credit Card,Returned,3,501392,10028.0,491364.0
290,3,2023-01-13 01:00:00,Rahul Sharma,49,Germany,Chennai,Bluetooth Speaker,19,2468,7196,25,Cash on Delivery,Shipped,4,46892,11723.0,35169.0
291,9,2023-01-13 02:00:00,Emily Johnson,51,France,Dubai,Keyboard,34,25309,28362,23,Cash on Delivery,Pending,10,860506,197916.0,662590.0
292,5,2023-01-13 03:00:00,Sophia Davis,28,China,Kolkata,Earbuds,44,67344,5690,22,Debit Card,Pending,7,2963136,651890.0,2311246.0
293,17,2023-01-13 04:00:00,Suresh Kumar,27,Australia,Hyderabad,Fitness Band,46,73255,5163,24,UPI,Delivered,10,3369730,808735.0,2560995.0
294,14,2023-01-13 05:00:00,Sophia Davis,32,Germany,Delhi,Wireless Mouse,6,29718,7562,16,Net Banking,Pending,8,178308,28529.0,149779.0
295,3,2023-01-13 06:00:00,Yuki Nakamura,34,Canada,Kolkata,Gaming Console,13,38841,4831,6,UPI,Pending,1,504933,30296.0,474637.0
296,1,2023-01-13 07:00:00,Rahul Sharma,57,USA,Tokyo,Smart TV,36,74548,26380,25,Cash on Delivery,Delivered,13,2683728,670932.0,2012796.0
297,20,2023-01-13 08:00:00,Haruto Tanaka,35,UAE,Tokyo,Earbuds,22,47660,19918,3,Debit Card,Returned,8,1048520,31456.0,1017064.0
298,1,2023-01-13 09:00:00,Haruto Tanaka,26,Italy,New York,Bluetooth Speaker,18,51281,12380,22,Credit Card,Pending,5,923058,203073.0,719985.0
299,3,2023-01-13 10:00:00,Liam Walker,42,Japan,Kolkata,Keyboard,12,1767,29049,12,UPI,Returned,12,21204,2544.0,18660.0
300,18,2023-01-13 11:00:00,Aarav Patel,57,France,Delhi,Gaming Console,30,4895,16746,11,Cash on Delivery,Delivered,7,146850,16154.0,130696.0
301,10,2023-01-13 12:00:00,Haruto Tanaka,31,India,New York,Drone,40,59026,26261,0,Net Banking,Returned,11,2361040,0.0,2361040.0
302,3,2023-01-13 13:00:00,Aarav Patel,42,UAE,Paris,Smartphone,7,43968,3762,20,Debit Card,Returned,11,307776,61555.0,246221.0
303,8,2023-01-13 14:00:00,Liam Walker,39,Singapore,Berlin,Wireless Mouse,32,41097,13820,18,Credit Card,Delivered,1,1315104,236719.0,1078385.0
304,14,2023-01-13 15:00:00,Arjun Reddy,47,Italy,Chennai,Fitness Band,48,16332,18991,20,UPI,Returned,2,783936,156787.0,627149.0
305,18,2023-01-13 16:00:00,Emma Brown,37,China,Kolkata,Bluetooth Speaker,19,15621,7536,19,Net Banking,Pending,1,296799,56392.0,240407.0
306,15,2023-01-13 17:00:00,Fatima Khan,38,Singapore,Dubai,Router,6,77870,26916,17,Credit Card,Pending,5,467220,79427.0,387793.0
307,2,2023-01-13 18:00:00,Chen Wei,49,France,Tokyo,Laptop,20,19174,21204,10,Cash on Delivery,Pending,14,383480,38348.0,345132.0
308,10,2023-01-13 19:00:00,Haruto Tanaka,38,Singapore,Tokyo,Smartwatch,27,41502,22822,19,Cash on Delivery,Pending,14,1120554,212905.0,907649.0
309,2,2023-01-13 20:00:00,Emily Johnson,52,France,Bangalore,Gaming Console,43,37674,19631,2,Net Banking,Returned,6,1619982,32400.0,1587582.0
310,17,2023-01-13 21:00:00,Yuki Nakamura,49,Singapore,Berlin,Bluetooth Speaker,37,38260,5177,28,Cash on Delivery,Pending,10,1415620,396374.0,1019246.0
311,8,2023-01-13 22:00:00,James Smith,47,UAE,Berlin,Keyboard,48,43498,8472,16,Debit Card,Returned,9,2087904,334065.0,1753839.0
312,1,2023-01-13 23:00:00,Arjun Reddy,56,UK,New York,Earbuds,7,68609,15829,11,Net Banking,Shipped,8,480263,52829.0,427434.0
313,9,2023-01-14 00:00:00,Haruto Tanaka,29,UAE,Mumbai,Laptop,5,50464,4764,9,Cash on Delivery,Returned,7,252320,22709.0,229611.0
314,11,2023-01-14 01:00:00,Aarav Patel,58,Australia,Mumbai,Tablet,11,72805,3633,7,UPI,Pending,12,800855,56060.0,744795.0
315,16,2023-01-14 02:00:00,Emma Brown,35,Germany,New York,Gaming Console,15,65919,12112,14,Cash on Delivery,Shipped,5,988785,138430.0,850355.0
316,7,2023-01-14 03:00:00,Liam Walker,38,Germany,Dubai,Wireless Mouse,3,55469,18349,4,Debit Card,Delivered,14,166407,6656.0,159751.0
317,10,2023-01-14 04:00:00,Suresh Kumar,30,Canada,London,Laptop,5,18194,20993,3,Credit Card,Returned,3,90970,2729.0,88241.0
318,3,2023-01-14 05:00:00,Chen Wei,38,Italy,New York,Keyboard,23,27811,19095,25,Credit Card,Pending,9,639653,159913.0,479740.0
319,18,2023-01-14 06:00:00,James Smith,25,UAE,Dubai,Earbuds,37,73377,22423,27,Cash on Delivery,Pending,13,2714949,733036.0,1981913.0
320,13,2023-01-14 07:00:00,Emma Brown,57,UAE,Chennai,Bluetooth Speaker,9,44723,27880,20,Credit Card,Pending,5,402507,80501.0,322006.0
321,7,2023-01-14 08:00:00,Emma Brown,24,India,Tokyo,Power Bank,15,76235,14658,19,Cash on Delivery,Delivered,3,1143525,217270.0,926255.0
322,4,2023-01-14 09:00:00,Haruto Tanaka,40,India,Delhi,Smartphone,3,77298,10235,18,Debit Card,Shipped,3,231894,41741.0,190153.0
323,13,2023-01-14 10:00:00,Arjun Reddy,49,Canada,London,Keyboard,29,60238,2189,20,Credit Card,Shipped,3,1746902,349380.0,1397522.0
324,20,2023-01-14 11:00:00,Diya Iyer,28,Japan,Kolkata,Wireless Mouse,6,3147,10263,3,UPI,Pending,14,18882,566.0,18316.0
325,1,2023-01-14 12:00:00,James Smith,39,Germany,London,Router,17,39445,8227,14,Cash on Delivery,Returned,6,670565,93879.0,576686.0
326,8,2023-01-14 13:00:00,Chen Wei,39,Japan,Delhi,Power Bank,26,54803,8264,16,Credit Card,Pending,1,1424878,227980.0,1196898.0
327,14,2023-01-14 14:00:00,Aditi Verma,42,Italy,Bangalore,Wireless Mouse,21,62108,21425,11,Debit Card,Pending,11,1304268,143469.0,1160799.0
328,16,2023-01-14 15:00:00,Fatima Khan,39,France,Berlin,Smartwatch,8,3013,28355,2,Debit Card,Returned,4,24104,482.0,23622.0
329,14,2023-01-14 16:00:00,Aditi Verma,45,France,Tokyo,Wireless Mouse,21,54502,20425,9,UPI,Pending,13,1144542,103009.0,1041533.0
330,12,2023-01-14 17:00:00,Diya Iyer,46,USA,Mumbai,Laptop,11,38755,13503,14,Debit Card,Delivered,8,426305,59683.0,366622.0
331,19,2023-01-14 18:00:00,Aarav Patel,30,Singapore,Dubai,Smartwatch,38,9733,28099,9,Debit Card,Pending,3,369854,33287.0,336567.0
332,15,2023-01-14 19:00:00,Aarav Patel,35,India,New York,Smartphone,8,10479,1318,23,Credit Card,Delivered,5,83832,19281.0,64551.0
333,2,2023-01-14 20:00:00,Yuki Nakamura,19,USA,New York,Laptop,42,76361,14939,22,Cash on Delivery,Pending,2,3207162,705576.0,2501586.0
334,2,2023-01-14 21:00:00,James Smith,46,Australia,Mumbai,Drone,24,22304,15577,17,Net Banking,Shipped,2,535296,91000.0,444296.0
335,19,2023-01-14 22:00:00,Aditi Verma,38,Canada,London,DSLR Camera,35,36694,5021,0,Debit Card,Returned,11,1284290,0.0,1284290.0
336,17,2023-01-14 23:00:00,Aarav Patel,32,Canada,Tokyo,Earbuds,14,10490,1624,2,Debit Card,Shipped,13,146860,2937.0,143923.0
337,20,2023-01-15 00:00:00,Diya Iyer,44,France,Hyderabad,Laptop,14,22252,6160,20,Net Banking,Pending,7,311528,62306.0,249222.0
338,10,2023-01-15 01:00:00,Haruto Tanaka,48,UAE,Dubai,Keyboard,10,7862,6141,25,Debit Card,Pending,10,78620,19655.0,58965.0
339,6,2023-01-15 02:00:00,Rahul Sharma,32,Germany,Paris,Router,12,70959,18013,26,Credit Card,Delivered,3,851508,221392.0,630116.0
340,15,2023-01-15 03:00:00,Liam Walker,40,Japan,Chennai,Earbuds,38,11450,2202,11,Credit Card,Pending,5,435100,47861.0,387239.0
341,11,2023-01-15 04:00:00,Rahul Sharma,41,India,Delhi,Power Bank,44,57022,18885,0,Net Banking,Pending,3,2508968,0.0,2508968.0
342,5,2023-01-15 05:00:00,Sophia Davis,30,USA,London,Smart TV,46,62991,23796,2,Debit Card,Pending,6,2897586,57952.0,2839634.0
343,1,2023-01-15 06:00:00,Chen Wei,39,Japan,Berlin,Gaming Console,34,41927,20762,2,Debit Card,Shipped,13,1425518,28510.0,1397008.0
344,8,2023-01-15 07:00:00,Aditi Verma,54,UAE,Berlin,Smart TV,41,50853,29448,4,Cash on Delivery,Delivered,10,2084973,83399.0,2001574.0
345,12,2023-01-15 08:00:00,Yuki Nakamura,50,USA,Kolkata,Bluetooth Speaker,10,32826,24116,18,Debit Card,Shipped,3,328260,59087.0,269173.0
346,12,2023-01-15 09:00:00,Sophia Davis,20,Singapore,Bangalore,Gaming Console,17,43879,26882,28,Credit Card,Delivered,8,745943,208864.0,537079.0
347,5,2023-01-15 10:00:00,Aarav Patel,36,Australia,Berlin,Wireless Mouse,17,58265,11639,24,UPI,Shipped,2,990505,237721.0,752784.0
348,7,2023-01-15 11:00:00,Suresh Kumar,40,Australia,New York,Router,3,73361,23215,0,UPI,Pending,3,220083,0.0,220083.0
349,4,2023-01-15 12:00:00,Emily Johnson,46,Japan,London,Fitness Band,31,78990,22919,3,UPI,Shipped,8,2448690,73461.0,2375229.0
350,6,2023-01-15 13:00:00,Suresh Kumar,47,Japan,Bangalore,Gaming Console,1,41736,28285,28,UPI,Shipped,8,41736,11686.0,30050.0
351,13,2023-01-15 14:00:00,Diya Iyer,56,Japan,Delhi,Keyboard,12,25530,16202,28,Debit Card,Delivered,1,306360,85781.0,220579.0
